RoWNo,Invoice,Product,Orders,SalesValue
32445,122568,XYZ4A008,1,70
32446,122568,05471A004,1,19.99
32447,122568,05501A004,1,19.99
32448,122569,Y6254A004,2,31.98
32449,122570,XYZ1A008,1,70
32450,122570,XYZ2A008,3,20.97
32451,122570,XYZ3A008,2,13.98
32452,122570,XYZ4A008,4,27.96
32453,122571,05081A001,1,39.99
32454,122571,Y6261A001,2,79.98
32455,122572,XYZ1A008,2,13.98
32456,122573,XYZ3A008,2,13.98
32457,122573,XYZ4A008,1,70
32458,122574,Y6271A001,1,39.99
32459,122575,XYZ1A008,2,13.98
32460,122576,XYZ1A008,2,13.98
32461,122576,XYZ2A008,4,27.96
32462,122576,XYZ3A008,1,70
32463,122577,XYZ2A008,1,70
32464,122578,05241A001,1,69.99
32465,122579,05261A004,1,25.99
32466,122579,05263A004,1,25.99
32467,122580,05481A001,4,211.96
32468,122581,XYZ1A008,2,13.98
32469,122581,XYZ2A008,1,70
32470,122582,Z2439997,1,15
32471,122583,XYZ2A008,1,70
32472,122584,XYZ1A008,3,20.97
32473,122584,XYZ2A008,3,20.97
32474,122585,Y6261A001,2,79.98
32475,122586,XYZ1A008,1,70
32476,122587,XYZ1A008,6,41.94
32477,122587,05321A004,1,25.99
32478,122588,XYZ1A008,1,70
32479,122589,05242A001,1,69.99
32480,122590,XYZ1A008,2,13.98
32481,122591,XYZ1A008,6,41.94
32482,122591,XYZ3A008,1,70
32483,122592,XYZ1A008,1,70
32484,122592,XYZ2A008,1,70
32485,122593,Y6251A001,3,113.97
32486,122594,XYZ1A008,6,41.94
32487,122594,XYZ3A008,1,70
32488,122595,XYZ1A008,8,55.92
32489,122595,XYZ2A008,1,70
32490,122595,XYZ3A008,1,70
32491,122595,XYZ4A008,2,13.98
32492,122596,Y6251A001,2,75.98
32493,122596,Y6271A004,1,17.99
32494,122597,XYZ2A008,1,70
32495,122598,05474A001,5,239.95
32496,122599,XYZ1A008,2,13.98
32497,122599,05241A008,1,9.99
32498,122600,XYZ3A008,1,70
32499,122600,XYZ4A008,1,70
32500,122601,XYZ1A008,2,13.98
32501,122602,XYZ1A008,1,70
32502,122602,064720-017,1,15.49
32503,122604,05241A008,1,9.99
32504,122605,XYZ1A008,2,13.98
32505,122606,05511A001,2,105.98
32506,122607,Z2439997,1,15
32507,122607,Z2451773,1,32
32508,122607,Z5900030,1,15
32509,122608,XYZ1A008,2,13.98
32510,122609,XYZ2A008,1,70
32511,122610,XYZ1A008,5,34.95
32512,122610,XYZ2A008,1,70
32513,122611,XYZ1A008,1,70
32514,122611,XYZ2A008,6,41.94
32515,122611,XYZ3A008,1,70
32516,122612,Z2440565TL,2,70
32517,122613,XYZ1A008,2,13.98
32518,122613,XYZ2A008,1,70
32519,122613,XYZ3A008,1,70
32520,122614,XYZ1A008,1,70
32521,122614,XYZ2A008,1,70
32522,122615,XYZ1A008,2,13.98
32523,122615,XYZ3A008,2,13.98
32524,122616,05321A001,1,69.99
32525,122616,05511A001,1,52.99
32526,122617,Y6271A001,2,79.98
32527,122617,Y6272A001,1,39.99
32528,122618,Z2460009TL,1,25
32529,122619,XYZ1A008,1,70
32530,122619,XYZ3A008,1,70
32531,122619,XYZ4A008,1,70
32532,122620,Y6261A001,1,39.99
32533,122621,XYZ1A008,1,70
32534,122622,XYZ1A008,1,70
32535,122623,XYZ1A008,1,70
32536,122624,Z2440565TL,1,35
32537,122625,Z2451773,1,32
32538,122625,Z5900030,1,15
32539,122626,XYZ1A008,8,55.92
32540,122627,05471A004,1,19.99
32541,122628,XYZ1A008,8,55.92
32542,122629,XYZ2A008,1,70
32543,122629,XYZ3A008,3,20.97
32544,122630,XYZ1A008,2,13.98
32545,122630,XYZ2A008,1,70
32546,122631,XYZ1A008,5,34.95
32547,122631,XYZ4A008,1,70
32548,122632,XYZ1A008,6,41.94
32549,122633,05324A001,1,69.99
32550,122634,XYZ1A008,14,97.86
32551,122634,XYZ2A008,1,70
32552,122635,XYZ1A008,1,70
32553,122635,XYZ2A008,1,70
32554,122635,XYZ3A008,1,70
32555,122636,05492A001,5,264.95
32556,122637,XYZ1A008,5,34.95
32557,122637,XYZ3A008,3,20.97
32558,122638,Y6264A004,1,17.99
32559,122639,05241A001,1,69.99
32560,122639,05243A001,1,69.99
32561,122640,XYZ1A008,1,70
32562,122641,XYZ3A008,2,13.98
32563,122642,Y6261A001,1,39.99
32564,122643,Z2451773,1,32
32565,122644,XYZ1A008,2,13.98
32566,122645,XYZ3A008,1,70
32567,122645,XYZ4A008,1,70
32568,122646,Z2460009TL,1,25
32569,122647,XYZ1A008,5,34.95
32570,122648,YZAA001,1,52.99
32571,122649,XYZ3A008,4,27.96
32572,122650,XYZ1A008,5,34.95
32573,122651,XYZ3A008,3,20.97
32574,122652,XYZ1A008,3,20.97
32575,122653,XYZ1A008,4,27.96
32576,122654,XYZ1A008,5,34.95
32577,122655,XYZ1A008,1,70
32578,122656,Y6251A001,1,37.99
32579,122657,XYZ1A008,2,13.98
32580,122658,XYZ1A008,4,27.96
32581,122659,XYZ1A008,5,34.95
32582,122659,XYZ2A008,5,34.95
32583,122659,XYZ3A008,1,70
32584,122659,XYZ4A008,2,13.98
32585,122660,XYZ1A008,1,70
32586,122661,05471A001,1,47.99
32587,122662,XYZ1A008,3,20.97
32588,122662,XYZ2A008,1,70
32589,122663,Z2460009TL,1,25
32590,122664,XYZ1A008,1,70
32591,122665,Z2440565TL,1,35
32592,122665,Z4999936,1,9.99
32593,122666,XYZ2A008,2,13.98
32594,122667,XYZ1A008,5,34.95
32595,122668,Z1600292SB,1,25
32596,122669,XYZ1A008,1,70
32597,122669,XYZ2A008,1,70
32598,122670,XYZ1A008,8,55.92
32599,122670,XYZ2A008,3,20.97
32600,122670,XYZ3A008,2,13.98
32601,122670,XYZ4A008,3,20.97
32602,122671,05221A004,1,25.99
32603,122671,05281A004,1,25.99
32604,122672,XYZ1A008,7,48.93
32605,122673,XYZ2A008,1,70
32606,122673,XYZ4A008,1,70
32607,122674,XYZ1A008,6,41.94
32608,122675,XYZ1A008,3,20.97
32609,122676,Z4999936,2,19.98
32610,122677,XYZ1A008,2,13.98
32611,122677,XYZ3A008,2,13.98
32612,122677,XYZ4A008,1,70
32613,122678,XYZ1A008,14,97.86
32614,122678,XYZ2A008,1,70
32615,122679,XYZ1A008,2,13.98
32616,122679,XYZ4A008,2,13.98
32617,122680,XYZ1A008,4,27.96
32618,122681,XYZ1A008,2,13.98
32619,122681,XYZ2A008,1,70
32620,122681,XYZ3A008,2,13.98
32621,122681,XYZ4A008,1,70
32622,122682,XYZ1A008,1,70
32623,122682,XYZ2A008,2,13.98
32624,122682,XYZ3A008,1,70
32625,122683,XYZ1A008,9,62.91
32626,122683,XYZ2A008,2,13.98
32627,122683,XYZ3A008,1,70
32628,122684,XYZ4A008,1,70
32629,122685,XYZ1A008,4,27.96
32630,122686,05492A001,1,52.99
32631,122687,XYZ1A008,1,70
32632,122687,XYZ2A008,2,13.98
32633,122688,XYZ1A008,2,13.98
32634,122688,XYZ3A008,2,13.98
32635,122688,XYZ4A008,3,20.97
32636,122689,XYZ1A008,1,70
32637,122689,XYZ2A008,1,70
32638,122690,XYZ1A008,1,70
32639,122690,05501A004,1,19.99
32640,122691,YZAA001,1,52.99
32641,122692,XYZ1A008,1,70
32642,122693,05264A001,1,69.99
32643,122694,XYZ3A008,1,70
32644,122695,072590-018,2,10.98
32645,122696,Z2460009TL,1,25
32646,122697,05263A001,2,139.98
32647,122698,Z2460009TL,1,25
32648,122699,Z1600292SB,1,25
32649,122699,Z2439997,1,15
32650,122699,Z2440565TL,1,35
32651,122699,Z2451773,1,32
32652,122699,Z2460009TL,1,25
32653,122699,Z4999936,1,9.99
32654,122699,Z5900030,1,15
32655,122700,Z2440565TL,1,35
32656,122701,XYZ1A008,5,34.95
32657,122702,Z2460009TL,1,25
32658,122703,XYZ1A008,6,41.94
32659,122703,XYZ3A008,1,70
32660,122703,XYZ4A008,1,70
32661,122704,05241A008,1,9.99
32662,122705,XYZ1A008,1,70
32663,122706,Z2460009TL,1,25
32664,122707,Y6263A001,1,39.99
32665,122707,Y6264A001,1,39.99
32666,122708,XYZ1A008,1,70
32667,122709,XYZ1A008,4,27.96
32668,122709,XYZ2A008,2,13.98
32669,122709,XYZ3A008,1,70
32670,122709,XYZ4A008,1,70
32671,122710,XYZ1A008,1,70
32672,122711,XYZ1A008,9,62.91
32673,122711,XYZ4A008,2,13.98
32674,122712,XYZ1A008,2,13.98
32675,122713,XYZ3A008,2,13.98
32676,122713,XYZ4A008,3,20.97
32677,122714,XYZ1A008,4,27.96
32678,122715,XYZ1A008,5,34.95
32679,122715,XYZ2A008,3,20.97
32680,122715,XYZ3A008,2,13.98
32681,122716,XYZ1A008,1,70
32682,122717,YZAA004,1,19.99
32683,122717,05493A004,1,19.99
32684,122717,05494A004,1,19.99
32685,122718,Z1600292SB,1,25
32686,122718,Z2451773,1,32
32687,122719,XYZ3A008,1,70
32688,122720,Z2451773,1,32
32689,122721,XYZ2A008,2,13.98
32690,122722,XYZ1A008,11,76.89
32691,122723,XYZ1A008,3,20.97
32692,122724,XYZ3A008,2,13.98
32693,122728,XYZ1A008,3,20.97
32694,122729,05241A008,3,29.97
32695,122730,XYZ1A008,10,69.9
32696,122730,XYZ2A008,1,70
32697,122730,XYZ3A008,1,70
32698,122730,XYZ4A008,2,13.98
32699,122731,Z2460009TL,1,25
32700,122732,05481A001,1,52.99
32701,122732,YZAA001,1,52.99
32702,122732,05511A001,1,52.99
32703,122733,XYZ2A008,1,70
32704,122733,XYZ3A008,4,27.96
32705,122733,XYZ4A008,3,20.97
32706,122734,Y6252A001,1,37.99
32707,122735,Y6262A001,1,39.99
32708,122736,Y6272A001,3,119.97
32709,122736,Y6273A001,5,199.95
32710,122737,XYZ4A008,1,70
32711,122738,05081A004,1,18.99
32712,122739,XYZ1A008,6,41.94
32713,122740,Z2451773,1,32
32714,122741,XYZ2A008,1,70
32715,122742,Y6274A004,1,17.99
32716,122743,YZAA001,2,105.98
32717,122744,Y6261A001,1,39.99
32718,122745,XYZ2A008,1,70
32719,122746,Z2460009TL,1,25
32720,122747,XYZ1A008,1,70
32721,122747,XYZ3A008,1,70
32722,122748,XYZ1A008,2,13.98
32723,122749,XYZ1A008,9,62.91
32724,122749,XYZ3A008,2,13.98
32725,122749,XYZ4A008,1,70
32726,122750,XYZ1A008,1,70
32727,122750,XYZ2A008,1,70
32728,122751,XYZ1A008,1,70
32729,122752,XYZ1A008,7,48.93
32730,122752,XYZ3A008,1,70
32731,122753,XYZ1A008,1,70
32732,122754,XYZ1A008,3,20.97
32733,122755,XYZ4A008,1,70
32734,122756,Y6261A001,1,39.99
32735,122757,XYZ1A008,2,13.98
32736,122758,05321A001,1,69.99
32737,122759,XYZ1A008,2,13.98
32738,122760,XYZ2A008,4,27.96
32739,122761,XYZ1A008,6,41.94
32740,122762,Z1600292SB,1,25
32741,122762,Z2439997,1,15
32742,122762,Z2440565TL,1,35
32743,122762,Z2451773,1,32
32744,122762,Z2460009TL,1,25
32745,122762,Z5900030,1,15
32746,122763,XYZ1A008,4,27.96
32747,122764,XYZ1A008,2,13.98
32748,122765,XYZ1A008,2,13.98
32749,122765,05481A001,1,52.99
32750,122766,XYZ1A008,1,70
32751,122766,XYZ3A008,1,70
32752,122767,Y6261A001,1,39.99
32753,122768,XYZ1A008,2,13.98
32754,122769,XYZ1A008,2,13.98
32755,122770,Y6271A001,1,39.99
32756,122771,XYZ1A008,2,13.98
32757,122772,05511A001,1,52.99
32758,122773,XYZ1A008,1,70
32759,122773,XYZ3A008,1,70
32760,122774,XYZ1A008,2,13.98
32761,122774,XYZ3A008,1,70
32762,122774,XYZ4A008,2,13.98
32763,122775,XYZ3A008,2,13.98
32764,122776,XYZ1A008,4,27.96
32765,122777,XYZ1A008,4,27.96
32766,122778,XYZ1A008,2,13.98
32767,122779,XYZ1A008,3,20.97
32768,122780,YZAA001,2,105.98
32769,122780,05511A001,1,52.99
32770,122780,Y6262A001,1,39.99
32771,122781,XYZ3A008,2,13.98
32772,122781,XYZ4A008,6,41.94
32773,122784,XYZ1A008,5,34.95
32774,122785,XYZ3A008,3,20.97
32775,122785,XYZ4A008,2,13.98
32776,122786,50809004,1,18.99
32777,122787,Y6251A004,1,15.99
32778,122788,XYZ1A008,2,13.98
32779,122790,XYZ1A008,6,41.94
32780,122790,XYZ2A008,1,70
32781,122791,Z1600292SB,1,25
32782,122791,Z2439997,1,15
32783,122791,Z2451773,1,32
32784,122791,Z2460009TL,1,25
32785,122792,50809001,1,39.99
32786,122792,05471A001,4,191.96
32787,122794,XYZ1A008,2,13.98
32788,122795,05223A004,2,51.98
32789,122796,XYZ2A008,2,13.98
32790,122796,XYZ3A008,1,70
32791,122797,Y6274A001,1,39.99
32792,122798,05221A001,1,69.99
32793,122798,Y6251A001,5,189.95
32794,122799,05261A001,1,69.99
32795,122802,Y6261A001,2,79.98
32796,122803,XYZ1A008,2,13.98
32797,122804,XYZ2A008,1,70
32798,122805,Z1600292SB,1,25
32799,122806,05241A008,1,9.99
32800,122806,05242A008,1,9.99
32801,122807,XYZ1A008,4,27.96
32802,122808,XYZ1A008,3,20.97
32803,122808,XYZ2A008,7,48.93
32804,122808,XYZ3A008,10,69.9
32805,122808,XYZ4A008,3,20.97
32806,122809,XYZ1A008,2,13.98
32807,122809,XYZ2A008,1,70
32808,122810,Y6261A001,5,199.95
32809,122811,XYZ2A008,1,70
32810,122812,Z2460009TL,1,25
32811,122812,Z5900030,1,15
32812,122813,XYZ1A008,2,13.98
32813,122814,XYZ1A008,2,13.98
32814,122814,XYZ3A008,1,70
32815,122815,XYZ1A008,5,34.95
32816,122816,Z2460009TL,1,25
32817,122817,Z1600292SB,1,25
32818,122817,Z2451773,1,32
32819,122817,Z5900030,1,15
32820,122818,XYZ1A008,3,20.97
32821,122818,XYZ2A008,1,70
32822,122819,XYZ1A008,1,70
32823,122820,Z5900030,1,15
32824,122821,Z2440565TL,1,35
32825,122822,Z2440565TL,1,35
32826,122823,XYZ1A008,2,13.98
32827,122823,XYZ3A008,1,70
32828,122824,XYZ1A008,4,27.96
32829,122825,05321A004,1,25.99
32830,122825,Y6251A001,2,75.98
32831,122826,XYZ1A008,2,13.98
32832,122827,XYZ1A008,1,70
32833,122828,Z2451773,1,32
32834,122829,05221A001,1,69.99
32835,122830,XYZ1A008,4,27.96
32836,122830,XYZ2A008,1,70
32837,122830,XYZ3A008,3,20.97
32838,122831,XYZ1A008,1,70
32839,122832,Y6262A004,1,17.99
32840,122833,XYZ1A008,2,13.98
32841,122833,XYZ3A008,2,13.98
32842,122833,XYZ4A008,2,13.98
32843,122834,XYZ1A008,1,70
32844,122835,Z2460009TL,1,25
32845,122836,XYZ1A008,5,34.95
32846,122836,XYZ2A008,1,70
32847,122837,XYZ2A008,2,13.98
32848,122837,XYZ3A008,4,27.96
32849,122837,XYZ4A008,2,13.98
32850,122838,XYZ1A008,5,34.95
32851,122839,Z1600292SB,1,25
32852,122839,Z2439997,1,15
32853,122839,Z2440565TL,1,35
32854,122839,Z2451773,1,32
32855,122839,Z2460009TL,1,25
32856,122839,Z5900030,1,15
32857,122841,XYZ1A008,1,70
32858,122841,05241A008,1,9.99
32859,122841,05243A008,1,9.99
32860,122842,XYZ1A008,1,70
32861,122842,XYZ2A008,2,13.98
32862,122842,XYZ3A008,1,70
32863,122843,XYZ1A008,1,70
32864,122843,XYZ3A008,1,70
32865,122844,XYZ1A008,1,70
32866,122844,XYZ2A008,1,70
32867,122844,XYZ3A008,1,70
32868,122844,XYZ4A008,1,70
32869,122845,Y6261A001,1,39.99
32870,122845,Y6262A001,1,39.99
32871,122845,Y6271A001,1,39.99
32872,122846,XYZ1A008,4,27.96
32873,122847,XYZ1A008,2,13.98
32874,122848,XYZ1A008,2,13.98
32875,122848,05323A004,1,25.99
32876,122849,05471A001,3,143.97
32877,122849,YZAA001,1,52.99
32878,122849,YZAA004,1,19.99
32879,122849,05511A001,1,52.99
32880,122850,XYZ1A008,2,13.98
32881,122851,XYZ1A008,4,27.96
32882,122851,XYZ2A008,1,70
32883,122851,XYZ4A008,1,70
32884,122852,XYZ3A008,1,70
32885,122853,XYZ1A008,1,70
32886,122854,XYZ1A008,3,20.97
32887,122855,XYZ2A008,4,27.96
32888,122856,XYZ1A008,9,62.91
32889,122857,12777008,1,70
32890,122858,XYZ1A008,3,20.97
32891,122858,XYZ4A008,1,70
32892,122859,XYZ1A008,5,34.95
32893,122860,XYZ1A008,1,70
32894,122861,Y6261A001,1,39.99
32895,122862,XYZ2A008,1,70
32896,122863,XYZ1A008,1,70
32897,122864,XYZ1A008,4,27.96
32898,122865,05481A001,1,52.99
32899,122866,XYZ1A008,4,27.96
32900,122866,XYZ2A008,2,13.98
32901,122866,XYZ3A008,3,20.97
32902,122867,05471A001,3,143.97
32903,122867,05472A001,1,47.99
32904,122868,XYZ1A008,5,34.95
32905,122868,XYZ2A008,5,34.95
32906,122869,XYZ1A008,6,41.94
32907,122869,XYZ2A008,2,13.98
32908,122870,YZAA001,8,423.92
32909,122870,05511A001,6,317.94
32910,122871,XYZ1A008,1,70
32911,122872,XYZ1A008,1,70
32912,122873,XYZ1A008,3,20.97
32913,122874,Z2460009TL,1,25
32914,122875,05481A001,5,264.95
32915,122875,05482A001,1,52.99
32916,122876,XYZ1A008,4,27.96
32917,122877,XYZ1A008,9,62.91
32918,122878,Y6261A001,1,39.99
32919,122879,XYZ1A008,3,20.97
32920,122879,XYZ2A008,2,13.98
32921,122879,XYZ3A008,1,70
32922,122879,XYZ4A008,1,70
32923,122880,05471A004,2,39.98
32924,122881,Y6261A001,2,79.98
32925,122882,XYZ1A008,1,70
32926,122882,XYZ2A008,2,13.98
32927,122883,Y6262A001,1,39.99
32928,122884,XYZ1A008,1,70
32929,122885,XYZ1A008,1,70
32930,122886,XYZ1A008,1,70
32931,122887,XYZ1A008,1,70
32932,122887,XYZ3A008,1,70
32933,122888,XYZ1A008,1,70
32934,122889,XYZ4A008,3,20.97
32935,122890,YZAA001,2,105.98
32936,122890,Y6261A001,1,39.99
32937,122891,Y6261A001,5,199.95
32938,122892,XYZ1A008,1,70
32939,122892,XYZ2A008,1,70
32940,122892,XYZ3A008,1,70
32941,122892,XYZ4A008,2,13.98
32942,122893,XYZ1A008,1,70
32943,122894,05241A008,3,29.97
32944,122894,05242A008,1,9.99
32945,122895,XYZ2A008,2,13.98
32946,122896,XYZ1A008,2,13.98
32947,122897,05321A004,1,25.99
32948,122898,XYZ1A008,2,13.98
32949,122898,XYZ2A008,1,70
32950,122898,XYZ4A008,2,13.98
32951,122899,05241A001,2,139.98
32952,122900,05511A004,1,19.99
32953,122901,05244A008,2,19.98
32954,122902,XYZ2A008,1,70
32955,122903,Z2440565TL,1,35
32956,122903,Z2451773,1,32
32957,122904,05501A001,3,158.97
32958,122905,XYZ1A008,4,27.96
32959,122905,XYZ3A008,1,70
32960,122906,XYZ1A008,2,13.98
32961,122906,XYZ3A008,1,70
32962,122907,XYZ1A008,10,69.9
32963,122908,XYZ1A008,8,55.92
32964,122911,Y6261A001,1,39.99
32965,122913,XYZ1A008,1,70
32966,122914,XYZ2A008,1,70
32967,122914,XYZ3A008,1,70
32968,122914,XYZ4A008,2,13.98
32969,122915,XYZ2A008,1,70
32970,122915,XYZ3A008,1,70
32971,122916,XYZ1A008,1,70
32972,122916,XYZ2A008,1,70
32973,122917,XYZ2A008,1,70
32974,122918,05321A004,1,25.99
32975,122919,YZAA001,3,158.97
32976,122919,05493A001,2,105.98
32977,122919,05493A004,1,19.99
32978,122919,05512A001,1,52.99
32979,122919,05513A004,1,19.99
32980,122919,05514A001,1,52.99
32981,122920,XYZ1A008,1,70
32982,122920,XYZ2A008,1,70
32983,122921,XYZ1A008,1,70
32984,122921,XYZ2A008,1,70
32985,122922,XYZ1A008,1,70
32986,122922,XYZ2A008,1,70
32987,122922,XYZ4A008,1,70
32988,122923,XYZ4A008,1,70
32989,122924,XYZ2A008,1,70
32990,122925,05224A001,2,139.98
32991,122925,05224A004,1,25.99
32992,122926,05493A001,4,211.96
32993,122927,XYZ1A008,4,27.96
32994,122928,XYZ1A008,3,20.97
32995,122928,XYZ3A008,2,13.98
32996,122929,XYZ1A008,5,34.95
32997,122930,XYZ4A008,1,70
32998,122931,XYZ1A008,6,41.94
32999,122932,Z2451773,1,32
33000,122933,XYZ1A008,1,70
33001,122934,XYZ1A008,1,70
33002,122935,XYZ1A008,1,70
33003,122936,XYZ1A008,2,13.98
33004,122938,XYZ2A008,1,70
33005,122939,XYZ1A008,1,70
33006,122940,YZAA001,2,105.98
33007,122941,06404A-008,1,8.99
33008,122942,05241A001,2,139.98
33009,122943,05281A001,4,279.96
33010,122943,05284A001,1,69.99
33011,122944,XYZ3A008,1,70
33012,122945,Y6253A004,1,15.99
33013,122946,XYZ1A008,6,41.94
33014,122946,XYZ2A008,2,13.98
33015,122947,XYZ1A008,1,70
33016,122948,05471A004,1,19.99
33017,122949,Y6251A004,3,47.97
33018,122949,Y6271A004,2,35.98
33019,122950,XYZ1A008,2,13.98
33020,122950,XYZ2A008,1,70
33021,122950,XYZ3A008,1,70
33022,122951,XYZ2A008,1,70
33023,122951,XYZ3A008,3,20.97
33024,122952,XYZ2A008,1,70
33025,122953,XYZ1A008,9,62.91
33026,122954,XYZ1A008,3,20.97
33027,122955,05243A001,1,69.99
33028,122955,05244A001,1,69.99
33029,122956,XYZ1A008,4,27.96
33030,122957,XYZ1A008,1,70
33031,122958,XYZ1A008,6,41.94
33032,122959,XYZ1A008,5,34.95
33033,122960,XYZ1A008,1,70
33034,122961,XYZ1A008,3,20.97
33035,122964,05281A001,2,139.98
33036,122964,05284A001,1,69.99
33037,122965,05481A004,1,19.99
33038,122966,XYZ1A008,3,20.97
33039,122966,XYZ4A008,2,13.98
33040,122966,05243A008,1,9.99
33041,122967,XYZ1A008,1,70
33042,122968,XYZ3A008,1,70
33043,122968,XYZ4A008,2,13.98
33044,122969,XYZ1A008,1,70
33045,122970,XYZ1A008,2,13.98
33046,122970,XYZ3A008,1,70
33047,122971,XYZ1A008,1,70
33048,122972,XYZ1A008,5,34.95
33049,122973,XYZ2A008,1,70
33050,122974,XYZ1A008,1,70
33051,122975,Y6264A001,1,39.99
33052,122975,Y6271A004,2,35.98
33053,122976,XYZ1A008,2,13.98
33054,122976,XYZ2A008,1,70
33055,122977,Z2460009TL,1,25
33056,122978,XYZ1A008,2,13.98
33057,122979,XYZ1A008,1,70
33058,122980,XYZ3A008,1,70
33059,122981,05471A001,1,47.99
33060,122982,XYZ1A008,6,41.94
33061,122983,50809001,5,199.95
33062,122983,Y6261A001,5,199.95
33063,122983,Y6264A001,1,39.99
33064,122983,Y6271A001,1,39.99
33065,122984,Y6251A001,3,113.97
33066,122984,Y6271A001,1,39.99
33067,122985,XYZ3A008,1,70
33068,122986,XYZ4A008,1,70
33069,122987,XYZ1A008,2,13.98
33070,122988,05471A001,1,47.99
33071,122988,05501A004,1,19.99
33072,122989,XYZ2A008,1,70
33073,122989,XYZ3A008,2,13.98
33074,122990,05501A001,1,52.99
33075,122991,XYZ1A008,4,27.96
33076,122991,XYZ2A008,1,70
33077,122992,XYZ2A008,1,70
33078,122992,05241A008,1,9.99
33079,122993,05321A004,1,25.99
33080,122994,XYZ1A008,2,13.98
33081,122995,XYZ1A008,2,13.98
33082,122995,XYZ2A008,1,70
33083,122996,XYZ1A008,1,70
33084,122997,XYZ3A008,1,70
33085,122997,XYZ4A008,1,70
33086,122998,05501A001,1,52.99
33087,122999,XYZ1A008,2,13.98
33088,123000,XYZ1A008,2,13.98
33089,123001,XYZ4A008,1,70
33090,123002,XYZ4A008,2,13.98
33091,123002,05244A008,1,9.99
33092,123003,06404A-008,3,26.97
33093,123004,XYZ1A008,4,27.96
33094,123005,XYZ1A008,5,34.95
33095,123005,XYZ3A008,2,13.98
33096,123005,XYZ4A008,1,70
33097,123006,05241A001,1,69.99
33098,123007,XYZ3A008,1,70
33099,123008,064720-017,2,30.98
33100,123009,XYZ1A008,1,70
33101,123009,XYZ3A008,3,20.97
33102,123010,XYZ3A008,1,70
33103,123010,XYZ4A008,1,70
33104,123011,XYZ4A008,1,70
33105,123012,Z2451773,1,32
33106,123013,XYZ1A008,3,20.97
33107,123014,XYZ1A008,2,13.98
33108,123015,XYZ1A008,1,70
33109,123015,XYZ2A008,1,70
33110,123015,XYZ3A008,2,13.98
33111,123015,XYZ4A008,1,70
33112,123016,XYZ1A008,1,70
33113,123017,Z2451773,1,32
33114,123017,Z2460009TL,1,25
33115,123017,Z4999936,1,9.99
33116,123017,Z5900030,1,15
33117,123018,Z2440565TL,2,70
33118,123018,Z2460009TL,2,50
33119,123019,XYZ1A008,2,13.98
33120,123019,XYZ2A008,4,27.96
33121,123019,XYZ3A008,1,70
33122,123020,Z2460009TL,1,25
33123,123021,XYZ1A008,5,34.95
33124,123022,XYZ1A008,4,27.96
33125,123023,Z2460009TL,1,25
33126,123024,XYZ2A008,1,70
33127,123025,XYZ1A008,5,34.95
33128,123025,XYZ2A008,1,70
33129,123026,Y6271A001,1,39.99
33130,123027,XYZ1A008,1,70
33131,123028,XYZ2A008,2,13.98
33132,123028,XYZ3A008,2,13.98
33133,123028,XYZ4A008,2,13.98
33134,123029,05281A001,5,349.95
33135,123033,05321A004,1,25.99
33136,123034,XYZ1A008,1,70
33137,123035,XYZ1A008,1,70
33138,123036,XYZ3A008,2,13.98
33139,123036,XYZ4A008,2,13.98
33140,123037,YZAA001,5,264.95
33141,123038,XYZ1A008,3,20.97
33142,123039,XYZ1A008,2,13.98
33143,123040,XYZ1A008,2,13.98
33144,123041,YZAA001,2,105.98
33145,123042,XYZ4A008,4,27.96
33146,123043,XYZ1A008,2,13.98
33147,123044,Y6261A001,1,39.99
33148,123045,XYZ1A008,2,13.98
33149,123046,XYZ1A008,1,70
33150,123047,XYZ2A008,2,13.98
33151,123048,XYZ1A008,2,13.98
33152,123049,Z2440565TL,1,35
33153,123049,Z2460009TL,1,25
33154,123049,Z4999936,1,9.99
33155,123050,XYZ1A008,1,70
33156,123054,Z2440565TL,1,35
33157,123056,XYZ1A008,1,70
33158,123057,XYZ1A008,2,13.98
33159,123058,XYZ1A008,2,13.98
33160,123059,05471A004,2,39.98
33161,123059,05472A004,2,39.98
33162,123060,XYZ1A008,5,34.95
33163,123060,XYZ4A008,1,70
33164,123061,XYZ1A008,8,55.92
33165,123061,XYZ2A008,1,70
33166,123061,XYZ4A008,1,70
33167,123062,XYZ2A008,1,70
33168,123063,05241A001,2,139.98
33169,123064,XYZ1A008,1,70
33170,123064,XYZ2A008,1,70
33171,123064,XYZ4A008,1,70
33172,123065,XYZ2A008,1,70
33173,123066,XYZ1A008,6,41.94
33174,123067,XYZ3A008,2,13.98
33175,123067,XYZ4A008,2,13.98
33176,123068,05224A001,1,69.99
33177,123069,XYZ4A008,1,70
33178,123070,XYZ1A008,2,13.98
33179,123070,XYZ3A008,1,70
33180,123071,XYZ1A008,1,70
33181,123072,XYZ1A008,3,20.97
33182,123072,XYZ3A008,1,70
33183,123072,XYZ4A008,5,34.95
33184,123073,06402A-008,2,17.98
33185,123074,Z2440565TL,1,35
33186,123075,XYZ1A008,5,34.95
33187,123076,XYZ1A008,3,20.97
33188,123076,XYZ2A008,2,13.98
33189,123077,XYZ4A008,1,70
33190,123078,Y6251A001,2,75.98
33191,123079,Z2440565TL,1,35
33192,123079,Z2460009TL,1,25
33193,123080,Z2440565TL,2,70
33194,123080,Z2460009TL,2,50
33195,123081,05481A001,1,52.99
33196,123081,05511A001,1,52.99
33197,123082,XYZ1A008,1,70
33198,123082,XYZ2A008,2,13.98
